source,entities,translations
Who was both a child of Henry VIII and rival of Philip II of Spain?,"['Henry VIII', 'Philip II', 'Spain']","['Enrique VIII de Inglaterra', 'Philip II', 'España']"
Who was a queen consort of Sicily and the sister of the queens consorts of France and England?,"['Sicily', 'France', 'England']","['Sicilia', 'Francia', 'Inglaterra']"
Who guided Lewis and Clark's Corps of Discovery and was a member of the Shoshone tribe?,"['Lewis', 'Clark', 'Corps of Discovery', 'Shoshone']","['Lewis', 'Clark', 'Corps of Discovery', 'Shoshón']"
What man was a dictator who was responsible for a genocide that killed millions of people and was the leader of an Axis Power during World War II?,"['Axis Power', 'World War II']","['Potencias del Eje', 'Segunda Guerra Mundial']"
Who was a California governor and a winner of Mister Olympia bodybuilding contest?,"['California', 'Mister Olympia']","['California', 'Mister Olympia']"
Who became Pope of the Catholic Church and is also from Latin America?,"['Pope', 'Catholic Church', 'Latin America']","['Papa', 'Iglesia católica', 'América Latina']"
Which European country fought in World War II and switched sides?,"['European', 'World War II']","['European', 'Segunda Guerra Mundial']"
Who killed millions of his own people and was born to a poor family in Gori in the Russian Empire?,"['Gori', 'Russian Empire']","['Gori', 'Imperio ruso']"
What country was part of the Axis and invaded France?,"['Axis', 'France']","['Axis', 'Francia']"
What country was part of the Allied powers and was attacked by Japan in December of 1941?,"['Allied', 'Japan']","['Allied', 'Japón']"
What country was part of the Allied Powers and was invaded by Germany?,"['Allied Powers', 'Germany']","['Allied Powers', 'Alemania']"
Who served in WW I for Imperial Germany and later became dictator of the same country?,"['WW I', 'Imperial Germany']","['Primera Guerra Mundial', 'Imperio alemán']"
Who served in WW II as the Supreme Commander of the Allied Expeditionary Forces in Europe and later became president of the United States?,"['WW II', 'Allied Expeditionary Forces', 'Europe', 'United States']","['Segunda Guerra Mundial', 'Cuartel General Supremo de la Fuerza Expedicionaria Aliada', 'Europa', 'Estados Unidos']"
Who was a Georgian revolutionary and leader of the Soviet Union from 1924 to 1953?,"['Georgian', 'Soviet Union']","['Georgiano', 'Unión Soviética']"
"Who was a prime minister of Great Britain and was born on November 30, 1874?",['Great Britain'],['Gran Bretaña']
What country was invaded by Nazi Germany and once had King Louis XVI as king?,"['Nazi', 'Germany', 'Louis XVI']","['Nazismo', 'Alemania', 'Luis XVI de Francia']"
Who was a wife of Alexander the Great and was assassinated in 323 BC?,"['Alexander', 'Great', 'BC']","['Alexander', 'Great', 'BC']"
What country was part of the Allied Powers in WW II and the location of the attack on Pearl Harbor?,"['Allied Powers', 'WW II', 'Pearl Harbor']","['Allied Powers', 'Segunda Guerra Mundial', 'Pearl Harbor']"
What country was part of the Allied Powers in WW II and was made up of 15 republics?,"['Allied Powers', 'WW II']","['Allied Powers', 'Segunda Guerra Mundial']"
Who was a wife of Edward I of England and was a daughter of Philip III of France?,"['Edward I', 'England', 'Philip III', 'France']","['Eduardo I de Inglaterra', 'Inglaterra', 'Felipe III', 'Francia']"
Who was a famous child actress and a United States Ambassador to Czechoslovakia and Ghana?,"['United States', 'Czechoslovakia', 'Ghana']","['Estados Unidos', 'Checoslovaquia', 'Ghana']"
Who was the legitimate daughter of King Henry VIII and a half-sibling of Mary I?,"['Henry VIII', 'Mary I']","['Enrique VIII de Inglaterra', 'María I de Inglaterra']"
Which Japanese island was the site of a bloody battle during World War II and is now the host of a US military base?,"['Japanese', 'World War II', 'US']","['Japonés', 'Segunda Guerra Mundial', 'Estados Unidos']"
Who was a Princess of Thailand and a romantic partner of an American citizen?,"['Thailand', 'American']","['Tailandia', 'American']"
What city was the Declaration of Independence signed and has held two Continental Congresses?,"['Declaration of Independence', 'Continental Congress']","['Declaration of Independence', 'Congreso Continental']"
Who was a German Dutch diarist of Jewish heritage and one of the most discussed Jewish victims of the Holocaust?,"['German Dutch', 'Jewish', 'Jewish', 'Holocaust']","['German Dutch', 'Pueblo judío', 'Pueblo judío', 'Holocausto']"
Who was the founder of the first French Empire and was born in Corsica?,"['French Empire', 'Corsica']","['Imperio francés', 'Córcega']"
Who was the queen of France and also born an archduchess of Austria?,"['France', 'Austria']","['Francia', 'Austria']"
Who became a chancellor of Germany and was a painter from the Austro-Hungarian Empire?,"['Germany', 'Austro-Hungarian Empire']","['Alemania', 'Imperio austrohúngaro']"
Who was a Pharaoh of the 18th Dynasty and was also preceded in reign by Thutmose IV?,"['Phara', '18th Dynasty', 'Thutmose IV']","['Fara (Acarnania)', 'Dinastía XVIII de Egipto', 'Tutmosis IV']"
Which country was in the second World War and also dropped two atomic bombs on Japan?,"['World War', 'Japan']","['Guerra mundial', 'Japón']"
What battle of the Civil War turned the tide for the Union and had the most casualties?,"['Civil War', 'Union']","['Civil War', 'Union']"
What famous playwright was born on April 23rd and died on April 23rd?,[],[]
Who was married to Alexander the Great and also captured and executed in 316?,['Alexander the Great'],['Alejandro Magno']
Who was the oldest child in the family and also the first president of the United States?,['United States'],['Estados Unidos']
Who was an Attorney General of the United States and also assassinated?,['United States'],['Estados Unidos']
Who was born on the island of Corsica and became a leader of France?,"['Corsica', 'France']","['Córcega', 'Francia']"
What country was a part of the Axis Alliance during World War II and was formerly united with Austria?,"['Axis Alliance', 'World War II', 'Austria']","['Potencias del Eje', 'Segunda Guerra Mundial', 'Austria']"
Which country was a part of the Allies Alliance in World War II and fought against the United States in the Cold War?,"['Allies Alliance', 'World War II', 'United States', 'Cold War']","['Allies Alliance', 'Segunda Guerra Mundial', 'Estados Unidos', 'Guerra Fría']"
Which country gained independence from Spain and also fought a major war against the United States in the 1800s?,"['Spain', 'United States']","['España', 'Estados Unidos']"
What general lost the Battle of Princeton and the siege of Yorktown during the American Revolution?,"['Battle of', 'Princeton', 'Yorktown', 'American Revolution']","['Battle of', 'Universidad de Princeton', 'Yorktown (desambiguación)', 'Revolución de las Trece Colonias']"
What famous general won many victories for the Nazis and is suspected of attempting to kill Adolf Hitler in 1944?,"['Nazis', 'Adolf Hitler']","['Nazismo', 'Adolf Hitler']"
Who was the leader of the Nazi Party and married to Eva Braun?,"['Nazi Party', 'Eva Braun']","['Partido Nacionalsocialista Obrero Alemán', 'Eva Braun']"
Who was a member of the British Royal Family and also was later married to Prince Charles?,"['British', 'Prince Charles']","['British', 'Carlos III del Reino Unido']"
Who is known for discovering the New World of the Americas and also sailed the ship the Santa Maria?,"['New World', 'of the Americas', 'Santa', 'Maria']","['Nuevo Mundo', 'of the Americas', 'Papá Noel', 'Maria']"
Who was the daughter of Roman Senator Marcus Livius Drusus Claudianus and married to Tiberius Claudius Nero?,"['Roman', 'Marcus Livius Drusus Claudianus', 'Tiberius Claudius Nero']","['Roman', 'Marco Livio Druso Claudiano', 'Tiberio Claudio Nerón (desambiguación)']"
Who was the son of Livia Drusilla and the legal stepson of the Emperor Augustus?,"['Livia Drusilla', 'Augustus']","['Livia Drusila', 'Augusto']"
Who was a Founding Father and a US president that did not own slaves?,"['Founding', 'US']","['Founding', 'Estados Unidos']"
Who flew the VF-51 in the Korean war and walked on the moon?,"['VF-51', 'Korean']","['VF-51', 'Coreano']"
Who was married to the king of England and was an American divorcee?,"['England', 'American']","['Inglaterra', 'American']"
"Which war resulted in a renegotiation of Spanish boundaries in America, and was also responsible for the burning of the White House?","['Spanish', 'America', 'White House']","['Spanish', 'Estados Unidos', 'Casa Blanca']"
Which queen of Spain was married to Ferdinand V and was later succeeded by Joanna?,"['Spain', 'Ferdinand V', 'Joanna']","['España', 'Fernando V', 'Juana']"
"Which war is the shortest recorded in history, and was conducted on an island in an archipelago?",[],[]
Who served as both a president and later as a Chief Justice of the United States?,['United States'],['Estados Unidos']
Which country occupied both Taiwan and Korea in the 20th century?,"['Taiwan', 'Korea']","['República de China', 'Corea']"
"Which country was an Axis Power, invaded Africa, and also joined the Allies in WW II?","['Axis Power', 'Africa', 'Allies', 'WW II']","['Potencias del Eje', 'África', 'Allies', 'Segunda Guerra Mundial']"
Which World War II general was also a United States president?,"['World War II', 'United States']","['Segunda Guerra Mundial', 'Estados Unidos']"
What country was an Axis Power in WW II and also a country in Asia?,"['Axis Power', 'WW II', 'Asia']","['Potencias del Eje', 'Segunda Guerra Mundial', 'Asia']"
What Empire existed before Jesus Christ and was also located around the entirety of the Mediterranean Sea?,"['Jesus Christ', 'Mediterranean Sea']","['Jesús de Nazaret', 'Mar Mediterráneo']"
What country was part of the Allied Powers and the location of the Battle of Stalingrad?,"['Allied Powers', 'Battle of Stalingrad']","['Allied Powers', 'Batalla de Stalingrado']"
What country was part of the Axis Powers and the location of the Battle of Okinawa?,"['Axis Powers', 'Battle of Okinawa']","['Potencias del Eje', 'Batalla de Okinawa']"
Who was the child of Queen Victoria and was married to Alexandra of Denmark?,"['Victoria', 'Alexandra', 'Denmark']","['Victoria', 'Alexandra (nombre)', 'Dinamarca']"
Who was a Tsar of Russia and was the father of Anastasia Romanov?,"['Russia', 'Anastasia Romanov']","['Rusia', 'Anastasia Nikoláyevna de Rusia']"
Who was a wife of Charles VI and the daughter of Stephen III?,"['Charles VI', 'Stephen III']","['Carlos VI', 'Esteban III (desambiguación)']"
Who was a wife of Stephen III and the daughter of Bernabò Visconti?,"['Stephen III', 'Bernabò Visconti']","['Esteban III (desambiguación)', 'Bernabé Visconti']"
What queen of England has owned both a dog and a budgie?,['England'],['Inglaterra']
What United States president served as both president and vice president without being elected?,['United States'],['Estados Unidos']
What United States president served during both The Great Depression and World War I?,"['United States', 'The Great Depression', 'World War I']","['Estados Unidos', 'Gran Depresión', 'Primera Guerra Mundial']"
Who served as both a United States president and Assistant Secretary of the Navy?,"['United States', 'Navy']","['Estados Unidos', 'Armada']"
What United States president was the tallest and the first to have a full beard?,['United States'],['Estados Unidos']
What country was part of the Axis Powers in World War II but not in the European theater?,"['Axis Powers', 'World War II', 'European']","['Potencias del Eje', 'Segunda Guerra Mundial', 'European']"
"Who was a premier of Russia, and was in office for less than 200 days?",['Russia'],['Rusia']
Who was president of Italy during World War II and a close friend of Adolf Hitler?,"['Italy', 'World War II', 'Adolf Hitler']","['Italia', 'Segunda Guerra Mundial', 'Adolf Hitler']"
Who was prime minister of Great Britain during the Falklands War and also a close personal friend of American President Ronald Reagan?,"['Great Britain', 'Falklands War', 'American', 'Ronald Reagan']","['Gran Bretaña', 'Guerra de las Malvinas', 'American', 'Ronald Reagan']"
